dataset,row,beg,end
train,19016,4072,12136
train,19024,4072,12136
train,19032,4080,12136
train,19040,4080,12144
train,19048,4088,12144
train,19056,4088,12144
train,19064,4088,12152
train,19072,4096,12152
train,19080,4096,12160
train,19088,4104,12160
train,19096,4104,12160
train,19104,4112,12168
train,19112,4112,12168
train,19120,4112,12168
train,19128,4120,12176
train,19136,4120,12176
train,19144,4128,12176
train,19152,4128,12184
train,19160,4136,12184
train,19168,4136,12184
train,19176,4136,12192
train,19184,4144,12192
train,19192,4144,12192
train,19200,4152,12200
train,19208,4152,12200
train,19216,4160,12200
train,19224,4160,12208
train,19232,4160,12208
train,19240,4168,12208
train,19248,4168,12216
train,19256,4176,12216
train,19264,4176,12216
train,19272,4184,12224
train,19280,4184,12224
train,19288,4184,12224
train,19296,4192,12232
train,19304,4192,12232
train,19312,4200,12232
train,19320,4200,12240
train,19328,4208,12240
train,19336,4208,12240
train,19344,4208,12248
train,19352,4216,12248
train,19360,4216,12248
train,19368,4224,12256
train,19376,4224,12256
train,19384,4232,12256
train,19392,4232,12264
train,19400,4232,12264
train,19408,4240,12264
train,19416,4240,12272
train,19424,4248,12272
train,19432,4248,12272
train,19440,4256,12280
train,19448,4256,12280
train,19456,4256,12280
train,19464,4264,12280
train,19472,4264,12288
train,19480,4272,12288
train,19488,4272,12288
train,19496,4280,12296
train,19504,4280,12296
train,19512,4280,12296
train,19520,4288,12304
train,19528,4288,12304
train,19536,4296,12304
train,19544,4296,12304
train,19552,4304,12312
train,19560,4304,12312
train,19568,4304,12312
train,19576,4312,12320
train,19584,4312,12320
train,19592,4320,12320
train,19600,4320,12320
train,19608,4328,12328
train,19616,4328,12328
train,19624,4328,12328
train,19632,4336,12336
train,19640,4336,12336
train,19648,4344,12336
train,19656,4344,12344
train,19664,4352,12344
train,19672,4352,12344
train,19680,4352,12344
train,19688,4360,12352
train,19696,4360,12352
train,19704,4368,12352
train,19712,4368,12360
train,19720,4376,12360
train,19728,4376,12360
train,19736,4376,12360
train,19744,4384,12368
train,19752,4384,12368
train,19760,4392,12368
train,19768,4392,12376
train,19776,4400,12376
train,19784,4400,12376
train,19792,4400,12376
train,19800,4408,12384
train,19808,4408,12384
train,19816,4416,12384
train,19824,4416,12392
train,19832,4424,12392
train,19840,4424,12392
train,19848,4424,12400
train,19856,4432,12400
train,19864,4432,12400
train,19872,4440,12400
train,19880,4440,12408
train,19888,4448,12408
train,19896,4448,12408
train,19904,4448,12416
train,19912,4456,12416
train,19920,4456,12416
train,19928,4464,12416
train,19936,4464,12424
train,19944,4472,12424
train,19952,4472,12424
train,19960,4472,12432
train,20992,5000,12736
train,21000,5008,12736
train,21008,5016,12736
train,21016,5016,12736
train,21024,5024,12744
train,21032,5024,12744
train,21040,5032,12744
train,21048,5032,12752
train,21056,5040,12752
train,21064,5040,12752
train,21072,5048,12752
train,21080,5048,12760
train,21088,5056,12760
train,21096,5056,12760
train,21104,5064,12768
train,21112,5064,12768
train,21120,5072,12768
train,21128,5072,12776
train,21136,5080,12776
train,21144,5080,12776
train,21152,5088,12776
train,21160,5088,12784
train,21168,5096,12784
train,21176,5096,12784
train,21184,5104,12792
train,21192,5104,12792
train,21200,5112,12792
train,21208,5112,12792
train,21216,5120,12800
train,21224,5120,12800
train,21232,5128,12800
train,21240,5128,12808
train,21248,5136,12808
train,21256,5136,12808
train,21264,5144,12808
train,21272,5152,12816
train,21280,5152,12816
train,21288,5160,12816
train,21296,5160,12824
train,21304,5168,12824
train,21312,5168,12824
train,21320,5176,12832
train,21328,5176,12832
train,21336,5184,12832
train,21344,5184,12832
train,21352,5192,12840
train,21360,5192,12840
train,21368,5200,12840
train,21376,5200,12848
train,21384,5208,12848
train,21392,5208,12848
train,21400,5216,12848
train,21408,5216,12856
train,21416,5224,12856
train,21424,5224,12856
train,21432,5232,12864
train,21440,5232,12864
train,21448,5240,12864
train,21456,5240,12872
train,21464,5248,12872
train,21472,5248,12872
train,21480,5256,12872
train,21488,5256,12880
train,21496,5264,12880
train,21504,5264,12880
train,21512,5272,12888
train,21520,5272,12888
train,21528,5280,12888
train,21536,5288,12888
train,21544,5288,12896
train,21552,5296,12896
train,21560,5296,12896
train,21568,5304,12904
train,21576,5304,12904
train,21584,5312,12904
train,21592,5312,12912
train,21600,5320,12912
train,21608,5320,12912
train,21616,5328,12912
train,21624,5328,12920
train,21632,5336,12920
train,21640,5336,12920
train,21648,5344,12928
train,21656,5344,12928
train,21664,5352,12928
train,21672,5352,12928
train,21680,5360,12936
train,21688,5360,12936
train,21696,5368,12936
train,21704,5368,12944
train,21712,5376,12944
train,21720,5376,12944
train,21728,5384,12952
train,21736,5384,12952
train,21744,5392,12952
train,21752,5392,12952
train,21760,5400,12960
train,21768,5400,12960
train,21776,5408,12960
train,21784,5408,12968
train,21792,5416,12968
train,21800,5416,12968
train,21808,5424,12968
train,21816,5432,12976
train,21824,5432,12976
train,21832,5440,12976
train,21840,5440,12984
train,21848,5448,12984
train,21856,5448,12984
train,21864,5456,12992
train,21872,5456,12992
train,21880,5464,12992
train,21888,5464,12992
train,21896,5472,13000
train,21904,5472,13000
train,21912,5480,13000
train,21920,5480,13008
train,21928,5488,13008
train,21936,5488,13008
train,21944,5496,13008
train,21952,5496,13016
train,21960,5504,13016
train,21968,5504,13016
train,21976,5512,13024
train,21984,5512,13024
train,21992,5520,13024
train,22000,5520,13024
train,22008,5528,13032
train,22016,5528,13032
train,22024,5536,13032
train,22032,5536,13040
train,22040,5544,13040
train,22048,5544,13040
train,22056,5552,13048
train,22064,5552,13048
train,22072,5560,13048
train,22080,5568,13048
train,22088,5568,13056
train,22096,5576,13056
train,22104,5576,13056
train,22112,5584,13064
train,22120,5584,13064
train,22128,5592,13064
train,22136,5592,13064
train,22144,5600,13072
train,22152,5600,13072
train,22160,5608,13072
train,22168,5608,13080
train,22176,5616,13080
train,22184,5616,13080
train,22192,5624,13080
train,22200,5624,13088
train,22208,5632,13088
train,22216,5632,13088
train,22224,5640,13096
train,22232,5640,13096
train,22240,5648,13096
train,22248,5648,13096
train,22256,5656,13104
train,22264,5656,13104
train,22272,5664,13104
train,22280,5664,13112
train,22288,5672,13112
train,22296,5672,13112
train,22304,5680,13112
train,22312,5680,13120
train,22320,5688,13120
train,22328,5688,13120
train,22336,5696,13120
train,22344,5704,13128
train,22352,5704,13128
train,22360,5712,13128
train,22368,5712,13136
train,22376,5720,13136
train,22384,5720,13136
train,22392,5728,13136
train,22400,5728,13144
train,22408,5736,13144
train,22416,5736,13144
train,22424,5744,13152
train,22432,5744,13152
train,22440,5752,13152
train,22448,5752,13152
train,22456,5760,13160
train,22464,5760,13160
train,22472,5768,13160
train,22480,5768,13168
train,22488,5776,13168
train,22496,5776,13168
train,22504,5784,13168
train,22512,5784,13176
train,22520,5792,13176
train,22528,5792,13176
train,22536,5800,13176
train,22544,5800,13184
train,22552,5808,13184
train,22560,5808,13184
train,22568,5816,13192
train,22576,5816,13192
train,22584,5824,13192
train,22592,5824,13192
train,22600,5832,13200
train,22608,5840,13200
train,22616,5840,13200
train,22624,5848,13208
train,22632,5848,13208
train,22640,5856,13208
train,22648,5856,13208
train,22656,5864,13216
train,22664,5864,13216
train,22672,5872,13216
train,22680,5872,13224
train,22688,5880,13224
train,22696,5880,13224
train,22704,5888,13224
train,22712,5888,13232
train,22720,5896,13232
train,22728,5896,13232
train,22736,5904,13232
train,22744,5904,13232
train,22752,5912,13232
train,22760,5912,13232
train,22768,5920,13232
train,22776,5920,13232
train,22784,5928,13232
train,22792,5928,13240
train,22800,5936,13240
train,22808,5936,13248
train,22816,5944,13248
train,22824,5944,13248
train,22832,5952,13256
train,22840,5952,13256
train,22848,5960,13256
train,22856,5960,13264
train,22864,5968,13264
train,22872,5976,13264
train,22880,5976,13272
train,22888,5984,13272
train,22896,5984,13272
train,22904,5992,13280
train,22912,5992,13280
train,22920,6000,13280
train,22928,6000,13288
train,22936,6008,13288
train,22944,6008,13288
train,22952,6016,13296
train,22960,6016,13296
train,22968,6024,13296
train,22976,6024,13304
train,22984,6032,13304
train,22992,6032,13304
train,23000,6040,13312
train,23008,6040,13312
train,23016,6048,13312
train,23024,6048,13320
train,23032,6056,13320
train,23040,6056,13320
train,23048,6064,13328
train,23056,6064,13328
train,23064,6072,13328
train,23072,6072,13336
train,23080,6080,13336
train,23088,6080,13336
train,23096,6088,13344
train,23104,6088,13344
train,23112,6096,13344
train,23120,6096,13352
train,23128,6104,13352
train,23136,6104,13360
train,23144,6112,13360
train,23152,6120,13360
train,23160,6120,13368
train,23168,6128,13368
train,23176,6128,13368
train,23184,6136,13376
train,23192,6136,13376
train,23200,6144,13376
train,23208,6144,13384
train,23216,6152,13384
train,23224,6152,13384
train,23232,6160,13392
train,23240,6160,13392
train,23248,6160,13392
train,23256,6160,13400
train,23264,6160,13400
train,23272,6160,13400
train,23280,6160,13408
train,23288,6160,13408
train,23296,6160,13408
train,23304,6160,13416
train,23312,6160,13416
train,23320,6160,13416
train,23328,6160,13424
train,23336,6160,13424
train,23344,6160,13424
train,23352,6160,13432
train,23360,6168,13432
train,23368,6168,13432
train,23376,6168,13440
train,23384,6168,13440
train,23392,6168,13440
train,23400,6176,13448
train,23408,6176,13448
train,23416,6176,13448
train,23424,6176,13456
train,23432,6176,13456
train,23440,6184,13456
train,23448,6184,13464
train,23456,6184,13464
train,23464,6184,13472
train,23472,6184,13472
train,23480,6192,13472
train,23488,6192,13480
train,23496,6192,13480
train,23504,6192,13480
train,23512,6192,13488
train,23520,6200,13488
train,23528,6200,13488
train,23536,6200,13496
train,23544,6200,13496
train,24576,6408,13848
train,24584,6408,13848
train,24592,6408,13856
train,24600,6416,13856
train,24608,6416,13856
train,24616,6416,13864
train,24624,6416,13864
train,24632,6416,13864
train,24640,6424,13872
train,24648,6424,13872
train,24656,6424,13872
train,24664,6424,13880
train,24672,6424,13880
train,24680,6432,13880
train,24688,6432,13888
train,24696,6432,13888
train,24704,6432,13888
train,24712,6432,13896
train,24720,6440,13896
train,24728,6440,13896
train,24736,6440,13904
train,24744,6440,13904
train,24752,6440,13912
train,24760,6448,13912
train,24768,6448,13912
train,24776,6448,13920
train,24784,6448,13920
train,24792,6448,13920
train,24800,6456,13928
train,24808,6456,13928
train,24816,6456,13928
train,24824,6456,13936
train,24832,6456,13936
train,24840,6464,13936
train,24848,6464,13944
train,24856,6464,13944
train,24864,6464,13944
train,24872,6464,13952
train,24880,6472,13952
train,24888,6472,13952
train,24896,6472,13960
train,24904,6472,13960
train,24912,6472,13960
train,24920,6480,13968
train,24928,6480,13968
train,24936,6480,13968
train,24944,6480,13976
train,24952,6480,13976
train,24960,6488,13976
train,24968,6488,13984
train,24976,6488,13984
train,24984,6488,13984
train,24992,6488,13992
train,25000,6496,13992
train,25008,6496,13992
train,25016,6496,14000
train,25024,6496,14000
train,25032,6496,14000
train,25040,6504,14008
train,25048,6504,14008
train,25056,6504,14016
train,25064,6504,14016
train,25072,6504,14016
train,25080,6512,14024
train,25088,6512,14024
train,25096,6512,14024
train,25104,6512,14032
train,25112,6512,14032
train,25120,6520,14032
train,25128,6520,14040
train,25136,6520,14040
train,25144,6520,14040
train,25152,6520,14048
train,25160,6528,14048
train,25168,6528,14048
train,25176,6528,14056
train,25184,6528,14056
train,25192,6528,14056
train,25200,6536,14064
train,25208,6536,14064
train,25216,6536,14064
train,25224,6536,14072
train,25232,6536,14072
train,25240,6544,14072
train,25248,6544,14080
train,25256,6544,14080
train,25264,6544,14080
train,25272,6544,14088
train,25280,6552,14088
train,25288,6552,14088
train,25296,6552,14096
train,25304,6552,14096
train,25312,6552,14096
train,25320,6560,14104
train,25328,6560,14104
train,25336,6560,14104
train,25344,6560,14112
train,25352,6560,14112
train,25360,6568,14112
train,25368,6568,14120
train,25376,6568,14120
train,25384,6568,14128
train,25392,6568,14128
train,25400,6576,14128
train,25408,6576,14136
train,25416,6576,14136
train,25424,6576,14136
train,25432,6576,14144
train,25440,6584,14144
train,25448,6584,14144
train,25456,6584,14152
train,25464,6584,14152
train,25472,6584,14152
train,25480,6592,14160
train,25488,6592,14160
train,25496,6592,14160
train,25504,6592,14168
train,25512,6592,14168
train,25520,6600,14168
train,25528,6600,14176
train,25536,6600,14176
train,25544,6600,14176
train,25552,6600,14184
train,25560,6608,14184
train,25568,6608,14184
train,25576,6608,14192
train,25584,6608,14192
train,25592,6608,14192
train,26624,6816,14544
train,26632,6816,14552
train,26640,6824,14552
train,26648,6824,14552
train,26656,6824,14560
train,26664,6824,14560
train,26672,6824,14568
train,26680,6832,14568
train,26688,6832,14568
train,26696,6832,14576
train,26704,6832,14576
train,26712,6832,14576
train,26720,6840,14584
train,26728,6840,14584
train,26736,6840,14584
train,26744,6840,14592
train,26752,6840,14592
train,26760,6848,14592
train,26768,6848,14600
train,26776,6848,14600
train,26784,6848,14600
train,26792,6848,14608
train,26800,6856,14608
train,26808,6856,14608
train,26816,6856,14616
train,26824,6856,14616
train,26832,6856,14616
train,26840,6864,14624
train,26848,6864,14624
train,26856,6864,14624
train,26864,6864,14632
train,26872,6864,14632
train,26880,6872,14632
train,26888,6872,14640
train,26896,6872,14640
train,26904,6872,14640
train,26912,6872,14648
train,26920,6880,14648
train,26928,6880,14648
train,26936,6880,14656
train,26944,6880,14656
train,26952,6880,14656
train,26960,6888,14664
train,26968,6888,14664
train,26976,6888,14664
train,26984,6888,14672
train,26992,6888,14672
train,27000,6896,14680
train,27008,6896,14680
train,27016,6896,14680
train,27024,6896,14688
train,27032,6896,14688
train,27040,6904,14688
train,27048,6904,14696
train,27056,6904,14696
train,27064,6904,14696
train,27072,6904,14704
train,27080,6912,14704
train,27088,6912,14704
train,27096,6912,14712
train,27104,6912,14712
train,27112,6912,14712
train,27120,6920,14720
train,27128,6920,14720
train,27136,6920,14720
train,27144,6920,14728
train,27152,6920,14728
train,27160,6928,14728
train,27168,6928,14736
train,27176,6928,14736
train,27184,6928,14736
train,27192,6928,14744
train,27200,6936,14744
train,27208,6936,14744
train,27216,6936,14752
train,27224,6936,14752
train,27232,6936,14752
train,27240,6944,14760
train,27248,6944,14760
train,27256,6944,14760
train,27264,6944,14768
train,27272,6944,14768
train,27280,6952,14768
train,27288,6952,14776
train,27296,6952,14776
train,27304,6952,14776
train,27312,6952,14784
train,27320,6960,14784
train,27328,6960,14792
train,27336,6960,14792
train,27344,6960,14792
train,27352,6960,14800
train,27360,6968,14800
train,27368,6968,14800
train,27376,6968,14808
train,27384,6968,14808
train,27392,6968,14808
train,27400,6976,14816
train,27408,6976,14816
train,27416,6976,14816
train,27424,6976,14824
train,27432,6976,14824
train,27440,6984,14824
train,27448,6984,14832
train,27456,6984,14832
train,27464,6984,14832
train,27472,6984,14840
train,27480,6992,14840
train,27488,6992,14840
train,27496,6992,14848
train,27504,6992,14848
train,27512,6992,14848
train,27520,7000,14856
train,27528,7000,14856
train,27536,7000,14856
train,27544,7000,14864
train,27552,7000,14864
train,27560,7008,14864
train,27568,7008,14872
train,27576,7008,14872
train,27584,7008,14872
train,27592,7008,14880
train,27600,7016,14880
train,27608,7016,14880
train,27616,7016,14888
train,27624,7016,14888
train,27632,7016,14896
train,27640,7024,14896
train,27648,7024,14896
train,27656,7024,14904
train,27664,7024,14904
train,27672,7024,14904
train,27680,7032,14912
train,27688,7032,14912
train,27696,7032,14912
train,27704,7032,14920
train,27712,7032,14920
train,27720,7040,14920
train,27728,7040,14928
train,27736,7040,14928
train,27744,7040,14928
train,27752,7040,14936
train,27760,7048,14936
train,27768,7048,14936
train,27776,7048,14944
train,27784,7048,14944
train,27792,7048,14944
train,27800,7056,14952
train,27808,7056,14952
train,27816,7056,14952
train,27824,7056,14960
train,27832,7056,14960
train,27840,7064,14960
train,27848,7064,14968
train,27856,7064,14968
train,27864,7064,14968
train,27872,7064,14976
train,27880,7072,14976
train,27888,7072,14976
train,27896,7072,14984
train,27904,7072,14984
train,27912,7072,14984
train,27920,7080,14992
train,27928,7080,14992
train,27936,7080,14992
train,27944,7080,15000
train,27952,7080,15000
train,27960,7088,15008
train,27968,7088,15008
train,27976,7088,15008
train,27984,7088,15016
train,27992,7088,15016
train,28000,7096,15016
train,28008,7096,15024
train,28016,7096,15024
train,28024,7096,15024
train,28032,7096,15032
train,28040,7104,15032
train,28048,7104,15032
train,28056,7104,15040
train,28064,7104,15040
train,28072,7104,15040
train,28080,7112,15048
train,28088,7112,15048
train,28096,7112,15048
train,28104,7112,15056
train,28112,7112,15056
train,28120,7120,15056
train,28128,7120,15064
train,28136,7120,15064
train,28144,7120,15064
train,28152,7120,15072
train,29184,7328,15424
train,29192,7328,15424
train,29200,7336,15424
train,29208,7336,15432
train,29216,7336,15432
train,29224,7336,15432
train,29232,7336,15440
train,29240,7344,15440
train,29248,7344,15448
train,29256,7344,15448
train,29264,7344,15448
train,29272,7344,15456
train,29280,7352,15456
train,29288,7352,15456
train,29296,7352,15464
train,29304,7352,15464
train,29312,7352,15464
train,29320,7360,15472
train,29328,7360,15472
train,29336,7360,15472
train,29344,7360,15480
train,29352,7360,15480
train,29360,7368,15480
train,29368,7368,15488
train,29376,7368,15488
train,29384,7368,15488
train,29392,7368,15496
train,29400,7376,15496
train,29408,7376,15496
train,29416,7376,15504
train,29424,7376,15504
train,29432,7376,15504
train,29440,7384,15512
train,29448,7384,15512
train,29456,7384,15512
train,29464,7384,15520
train,29472,7384,15520
train,29480,7392,15520
train,29488,7392,15528
train,29496,7392,15528
train,29504,7392,15528
train,29512,7392,15536
train,29520,7400,15536
train,29528,7400,15536
train,29536,7400,15544
train,29544,7400,15544
train,29552,7400,15544
train,29560,7408,15552
train,29568,7408,15552
train,29576,7408,15560
train,29584,7408,15560
train,29592,7408,15560
train,29600,7416,15568
train,29608,7416,15568
train,29616,7416,15568
train,29624,7416,15576
train,29632,7416,15576
train,29640,7424,15576
train,29648,7424,15584
train,29656,7424,15584
train,29664,7424,15584
train,29672,7424,15592
train,29680,7432,15592
train,29688,7432,15592
train,30208,7536,15776
train,30216,7536,15776
train,30224,7536,15776
train,30232,7536,15784
train,30240,7544,15784
train,30248,7544,15784
train,30256,7544,15792
train,30264,7544,15792
train,30272,7544,15792
train,30280,7552,15800
train,30288,7552,15800
train,30296,7552,15800
train,30304,7552,15808
train,30312,7552,15808
train,30320,7560,15808
train,30328,7560,15816
train,30336,7560,15816
train,30344,7560,15816
train,30352,7560,15824
train,30360,7568,15824
train,30368,7568,15824
train,30376,7568,15832
train,30384,7568,15832
train,30392,7568,15832
train,30400,7576,15840
train,30408,7576,15840
train,30416,7576,15840
train,30424,7576,15848
train,30432,7576,15848
train,30440,7584,15848
train,30448,7584,15856
train,30456,7584,15856
train,30464,7584,15856
train,30472,7584,15864
train,30480,7592,15864
train,30488,7592,15864
train,30496,7592,15872
train,30504,7592,15872
train,30512,7592,15872
train,30520,7600,15880
train,30528,7600,15880
train,30536,7600,15888
train,30544,7600,15888
train,30552,7600,15888
train,30560,7608,15896
train,30568,7608,15896
train,30576,7608,15896
train,30584,7608,15904
train,30592,7608,15904
train,30600,7616,15904
train,30608,7616,15912
train,30616,7616,15912
train,30624,7616,15912
train,30632,7616,15920
train,30640,7624,15920
train,30648,7624,15920
train,30656,7624,15928
train,30664,7624,15928
train,30672,7624,15928
train,30680,7632,15936
train,30688,7632,15936
train,30696,7632,15936
train,30704,7632,15944
train,30712,7632,15944
train,30720,7640,15944
train,30728,7640,15952
train,30736,7640,15952
train,30744,7640,15952
train,30752,7640,15960
train,30760,7648,15960
train,30768,7648,15960
train,30776,7648,15968
train,30784,7648,15968
train,30792,7648,15968
train,30800,7656,15976
train,30808,7656,15976
train,30816,7656,15976
train,30824,7656,15984
train,30832,7656,15984
train,30840,7664,15984
train,30848,7664,15992
train,30856,7664,15992
train,30864,7664,16000
train,30872,7664,16000
train,30880,7672,16000
train,30888,7672,16008
train,30896,7672,16008
train,30904,7672,16008
train,30912,7672,16016
train,30920,7680,16016
train,30928,7680,16016
train,30936,7680,16024
train,30944,7680,16024
train,30952,7680,16024
train,30960,7688,16032
train,30968,7688,16032
train,30976,7688,16032
train,30984,7688,16040
train,30992,7688,16040
train,31000,7696,16040
train,31008,7696,16048
train,31016,7696,16048
train,31024,7696,16048
train,31032,7696,16056
train,31040,7704,16056
train,31048,7704,16056
train,31056,7704,16064
train,31064,7704,16064
train,31072,7704,16064
train,31080,7712,16072
train,31088,7712,16072
train,31096,7712,16072
train,31104,7712,16080
train,31112,7712,16080
train,31120,7720,16080
train,31128,7720,16088
train,31136,7720,16088
train,31144,7720,16088
train,31152,7720,16096
train,31160,7728,16096
train,31168,7728,16104
train,31176,7728,16104
train,31184,7728,16104
train,31192,7728,16112
train,31200,7736,16112
train,31208,7736,16112
train,31216,7736,16120
train,31224,7736,16120
train,31744,7848,16296
train,31752,7856,16296
train,31760,7856,16304
train,31768,7856,16304
train,31776,7864,16304
train,31784,7864,16312
train,31792,7864,16312
train,31800,7872,16312
train,31808,7872,16320
train,31816,7872,16320
train,31824,7880,16328
train,31832,7880,16328
train,31840,7880,16328
train,31848,7888,16336
train,31856,7888,16336
train,31864,7888,16336
train,31872,7896,16344
train,31880,7896,16344
train,31888,7896,16344
train,31896,7904,16352
train,31904,7904,16352
train,31912,7904,16352
train,31920,7912,16360
train,31928,7912,16360
train,31936,7912,16360
train,31944,7920,16368
train,31952,7920,16368
train,31960,7920,16368
train,31968,7928,16376
train,31976,7928,16376
train,31984,7928,16376
train,31992,7936,16384
train,32000,7936,16384
train,32008,7936,16384
train,32016,7944,16392
train,32024,7944,16392
train,32032,7944,16392
train,32040,7952,16400
train,32048,7952,16400
train,32056,7952,16400
train,32064,7960,16408
train,32072,7960,16408
train,32080,7960,16408
train,32088,7968,16416
train,32096,7968,16416
train,32104,7968,16416
train,32112,7976,16424
train,32120,7976,16424
train,32128,7976,16424
train,32136,7984,16432
train,32144,7984,16432
train,32152,7984,16440
train,32160,7992,16440
train,32168,7992,16440
train,32176,7992,16448
train,32184,8000,16448
train,32192,8000,16448
train,32200,8000,16456
train,32208,8008,16456
train,32216,8008,16456
train,32224,8008,16464
train,32232,8016,16464
train,32240,8016,16464
train,32248,8016,16472
train,32256,8024,16472
train,32264,8024,16472
train,32272,8024,16480
train,32280,8032,16480
train,32288,8032,16480
train,32296,8032,16488
train,32304,8040,16488
train,32312,8040,16488
train,32320,8040,16496
train,32328,8048,16496
train,32336,8048,16496
train,32344,8048,16504
train,32352,8056,16504
train,32360,8056,16504
train,32368,8056,16512
train,32376,8064,16512
train,32384,8064,16512
train,32392,8064,16520
train,32400,8072,16520
train,32408,8072,16520
train,32416,8072,16528
train,32424,8080,16528
train,32432,8080,16528
train,32440,8080,16536
train,32448,8088,16536
train,32456,8088,16544
train,32464,8088,16544
train,32472,8096,16544
train,32480,8096,16552
train,32488,8096,16552
train,32496,8104,16552
train,32504,8104,16560
train,32512,8104,16560
train,32520,8112,16560
train,32528,8112,16568
train,32536,8112,16568
train,32544,8120,16568
train,32552,8120,16576
train,32560,8120,16576
train,32568,8128,16576
train,32576,8128,16584
train,32584,8128,16584
train,32592,8136,16584
train,32600,8136,16592
train,32608,8136,16592
train,32616,8144,16592
train,32624,8144,16600
train,32632,8144,16600
train,32640,8152,16600
train,32648,8152,16608
train,32656,8152,16608
train,32664,8160,16608
train,32672,8160,16616
train,32680,8160,16616
train,32688,8168,16616
train,32696,8168,16624
train,32704,8168,16624
train,32712,8176,16624
train,32720,8176,16632
train,32728,8176,16632
train,32736,8184,16632
train,32744,8184,16640
train,32752,8184,16640
train,32760,8192,16640
train,33280,8360,16824
train,33288,8368,16824
train,33296,8368,16824
train,33304,8368,16832
train,33312,8376,16832
train,33320,8376,16832
train,33328,8376,16840
train,33336,8384,16840
train,33344,8384,16840
train,33352,8384,16848
train,33360,8392,16848
train,33368,8392,16848
train,33376,8392,16856
train,33384,8400,16856
train,33392,8400,16856
train,33400,8400,16864
train,33408,8408,16864
train,33416,8408,16864
train,33424,8408,16872
train,33432,8416,16872
train,33440,8416,16880
train,33448,8416,16880
train,33456,8424,16880
train,33464,8424,16888
train,33472,8424,16888
train,33480,8432,16888
train,33488,8432,16896
train,33496,8432,16896
train,33504,8440,16896
train,33512,8440,16904
train,33520,8440,16904
train,33528,8448,16904
train,33536,8448,16912
train,33544,8448,16912
train,33552,8456,16912
train,33560,8456,16920
train,33568,8456,16920
train,33576,8464,16920
train,33584,8464,16928
train,33592,8464,16928
train,33600,8472,16928
train,33608,8472,16936
train,33616,8472,16936
train,33624,8480,16936
train,33632,8480,16944
train,33640,8480,16944
train,33648,8488,16944
train,33656,8488,16952
train,33664,8488,16952
train,33672,8496,16952
train,33680,8496,16960
train,33688,8496,16960
train,33696,8504,16960
train,33704,8504,16968
train,33712,8504,16968
train,33720,8512,16968
train,33728,8512,16976
train,33736,8512,16976
train,33744,8520,16984
train,33752,8520,16984
train,33760,8520,16984
train,33768,8528,16992
train,33776,8528,16992
train,33784,8528,16992
train,33792,8536,17000
train,33800,8536,17000
train,33808,8536,17000
train,33816,8544,17008
train,33824,8544,17008
train,33832,8544,17008
train,33840,8552,17016
train,33848,8552,17016
train,33856,8552,17016
train,33864,8560,17024
train,33872,8560,17024
train,33880,8560,17024
train,33888,8568,17032
train,33896,8568,17032
train,33904,8568,17032
train,33912,8576,17040
train,33920,8576,17040
train,33928,8576,17040
train,33936,8584,17048
train,33944,8584,17048
train,33952,8584,17048
train,33960,8592,17056
train,33968,8592,17056
train,33976,8592,17056
train,33984,8600,17064
train,33992,8600,17064
train,34000,8600,17064
train,34008,8608,17072
train,34016,8608,17072
train,34024,8608,17072
train,34032,8616,17080
train,34040,8616,17080
train,34048,8616,17080
train,34056,8624,17088
train,34064,8624,17088
train,34072,8624,17096
train,34080,8632,17096
train,34088,8632,17096
train,34096,8632,17104
train,34104,8640,17104
train,34112,8640,17104
train,34120,8640,17112
train,34128,8648,17112
train,34136,8648,17112
train,34144,8648,17120
train,34152,8656,17120
train,34160,8656,17120
train,34168,8656,17128
train,34176,8664,17128
train,34184,8664,17128
train,34192,8664,17136
train,34200,8672,17136
train,34208,8672,17136
train,34216,8672,17144
train,34224,8680,17144
train,34232,8680,17144
train,34240,8680,17152
train,34248,8688,17152
train,34256,8688,17152
train,34264,8688,17160
train,34272,8696,17160
train,34280,8696,17160
train,34288,8696,17168
train,34296,8704,17168
train,34304,8704,17168
train,34312,8704,17176
train,34320,8712,17176
train,34328,8712,17176
train,34336,8712,17184
train,34344,8720,17184
train,34352,8720,17184
train,34360,8720,17192
train,34368,8728,17192
train,34376,8728,17192
train,34384,8728,17200
train,34392,8736,17200
train,34400,8736,17208
train,34408,8736,17208
train,34416,8744,17208
train,34424,8744,17216
train,34432,8744,17216
train,34440,8752,17216
train,34448,8752,17224
train,34456,8752,17224
train,34464,8760,17224
train,34472,8760,17232
train,34480,8760,17232
train,34488,8768,17232
train,34496,8768,17240
train,34504,8768,17240
train,34512,8776,17240
train,34520,8776,17248
train,34528,8776,17248
train,34536,8784,17248
train,34544,8784,17256
train,34552,8784,17256
train,34560,8792,17256
train,34568,8792,17264
train,34576,8792,17264
train,34584,8800,17264
train,34592,8800,17272
train,34600,8800,17272
train,34608,8808,17272
train,34616,8808,17280
train,34624,8808,17280
train,34632,8816,17280
train,34640,8816,17288
train,34648,8816,17288
train,34656,8824,17288
train,34664,8824,17296
train,34672,8824,17296
train,34680,8832,17296
train,34688,8832,17304
train,34696,8832,17304
train,34704,8840,17304
train,34712,8840,17312
train,34720,8840,17312
train,34728,8848,17320
train,34736,8848,17320
train,34744,8848,17320
train,34752,8856,17328
train,34760,8856,17328
train,34768,8856,17328
train,34776,8864,17336
train,34784,8864,17336
train,34792,8864,17336
train,34800,8872,17344
train,34808,8872,17344
